Source,Target,date
TR,CY,2017.5.7 10:29
CO,VE,2019.9.9 15:47
GB,US,2018.6.17 14:51
GB,BE,2018.10.18 20:25
BE,GB,2018.10.20 16:29
BR,UY,2019.5.20 15:25
US,FR,2019.9.16 11:34
FR,US,2019.9.21 02:06
US,MX,2018.3.28 03:39
AU,CZ,2019.6.2 16:42
CZ,PL,2019.6.4 05:09
PL,IS,2019.6.22 20:41
IS,GB,2019.6.26 15:37
GB,AU,2019.6.28 05:37
LT,US,2019.1.17 14:30
US,GB,2019.10.24 04:03
GB,US,2019.10.24 04:04
US,JP,2019.10.24 04:06
JP,US,2019.10.25 02:50
SG,AU,2015.9.19 14:19
AU,JP,2015.9.24 14:00
JP,US,2015.9.26 01:01
US,JP,2015.9.28 15:31
UZ,KZ,2014.8.9 14:22
BR,AR,2018.12.27 06:00
US,GB,2018.4.20 10:05
GB,ES,2018.4.21 08:51
ES,US,2018.4.22 17:56
US,FR,2018.4.27 11:56
FR,MX,2018.4.27 20:38
MX,KE,2018.4.30 21:45
KE,US,2018.4.30 22:00
AR,BR,2016.4.6 23:29
GB,PT,2017.7.1 09:19
PT,GB,2017.7.8 13:20
CH,US,2017.2.19 03:00
US,CO,2017.2.24 22:05
CO,CH,2017.3.6 23:25
AR,BR,2017.1.24 12:16
ZA,AU,2016.7.26 13:00
MX,US,2017.8.3 13:32
US,MX,2017.8.5 03:42
MX,US,2017.8.5 15:09
US,MX,2017.8.6 20:05
MX,US,2017.8.6 20:10
GB,IE,2018.12.15 10:41
IE,GB,2018.12.17 18:26
NZ,US,2018.2.5 19:22
US,AU,2018.2.11 23:54
KW,EG,2018.2.13 19:10
EG,KW,2018.2.20 18:12
US,CA,2017.6.16 04:33
IE,MT,2015.4.17 21:37
SA,BH,2016.2.18 23:52
BH,SA,2016.2.19 11:08
ES,FR,2018.11.3 06:47
FR,AD,2018.11.4 05:22
IE,IT,2017.6.5 14:34
BR,RU,2019.1.10 02:16
RU,BR,2019.1.10 11:06
BR,RU,2019.1.12 12:50
RU,BR,2019.1.12 15:50
ES,MX,2018.7.7 00:16
CA,GB,2012.7.27 20:46
MX,IT,2018.6.11 00:57
IT,NL,2018.7.8 01:40
NL,BE,2018.7.9 00:33
BE,FR,2018.7.12 21:10
FR,IT,2018.7.18 18:40
IT,ES,2018.7.28 20:47
ES,IT,2018.8.5 17:53
IT,MX,2018.8.11 03:59
US,KY,2018.4.29 17:41
KY,US,2018.5.3 20:17
FR,DE,2014.11.6 13:30
DE,FR,2014.11.7 18:28
FR,BE,2014.11.18 08:58
BE,QA,2014.12.3 08:14
QA,FR,2014.12.5 12:53
FR,IT,2014.12.13 18:58
IT,FR,2014.12.28 14:49
FR,US,2015.1.10 00:11
GB,DE,2019.1.22 07:49
DE,GB,2019.1.23 10:09
GB,FR,2019.1.18 13:40
AU,PH,2018.7.29 11:14
AU,TH,2019.1.25 04:57
TH,ID,2019.2.4 13:30
IL,JO,2018.8.9 08:31
JO,VN,2018.8.14 03:22
ES,RU,2017.8.14 09:25
PE,AR,2018.11.20 14:13
AR,PE,2018.11.26 05:01
PE,AR,2018.11.26 16:37
AR,CL,2018.11.30 01:16
CL,PE,2018.12.1 02:56
PE,AR,2018.12.3 13:25
AR,BE,2018.12.5 19:08
BE,NL,2018.12.8 20:28
NL,DE,2018.12.10 04:04
DE,GB,2018.12.10 20:41
GB,BE,2018.12.14 22:11
BE,ES,2018.12.15 16:46
ES,CL,2018.12.16 20:01
CL,AR,2018.12.17 01:25
AR,PE,2018.12.26 00:41
FR,NL,2018.2.2 14:11
NL,RU,2018.2.3 01:50
RU,FR,2018.2.20 00:49
FR,RU,2018.2.21 12:09
RU,FR,2018.2.22 12:33
GB,GP,2019.2.8 17:03
GP,GB,2019.2.9 19:45
NL,GB,2016.12.15 11:35
GB,BE,2016.12.18 19:52
AR,UY,2016.1.9 17:29
GB,BE,2017.3.22 00:24
BE,DE,2017.3.22 22:26
DE,BE,2017.3.23 06:33
BE,GB,2017.3.23 12:40
BH,SA,2018.7.5 17:45
SA,US,2018.7.20 18:19
US,SA,2018.8.18 21:37
US,AE,2019.3.4 07:59
AE,US,2019.3.4 20:42
US,TW,2019.3.5 00:18
TW,US,2019.3.5 00:49
US,IR,2019.3.5 01:40
IR,US,2019.3.5 12:03
US,VN,2019.3.5 16:37
VN,IR,2019.3.5 18:36
IR,US,2019.3.5 20:54
US,KH,2019.3.6 11:25
KH,US,2019.3.6 11:42
GB,DE,2019.10.29 19:42
IT,GB,2017.12.29 11:28
HU,UA,2019.1.21 13:49
TH,BE,2016.2.4 21:53
ES,PT,2018.12.22 21:43
PT,ES,2018.12.27 18:01
KW,IT,2018.7.6 13:33
IT,KW,2018.7.6 15:25
IT,SM,2014.8.19 14:10
SM,IT,2014.8.20 17:07
IT,SM,2014.8.21 07:17
SM,IT,2014.8.21 09:22
US,GB,2016.6.28 12:40
MX,US,2015.9.6 13:43
US,ES,2016.1.3 05:10
ES,GB,2016.1.11 05:42
GB,US,2016.1.11 17:17
KE,RW,2018.7.21 15:05
US,ES,2016.4.12 04:25
ES,MA,2016.4.14 01:24
JP,US,2018.12.14 21:35
MY,CN,2018.2.3 01:51
CN,MY,2018.2.12 01:26
MY,KR,2018.2.12 06:34
KR,MY,2018.2.15 00:18
MY,CN,2018.2.16 05:44
CN,MY,2018.2.18 00:40
US,PT,2018.6.27 18:18
BE,IT,2017.9.14 11:26
FR,PT,2019.3.31 20:12
CA,FR,2019.10.19 10:47
FR,DE,2019.10.23 12:32
DE,BE,2019.10.23 21:53
US,AU,2018.11.20 21:49
AU,US,2018.11.23 03:32
US,AU,2018.11.24 05:56
US,MX,2018.10.17 13:51
GB,US,2017.3.17 12:46
US,IE,2017.3.17 20:01
IE,US,2017.3.18 14:26
US,PH,2018.2.16 12:35
PH,VN,2018.3.7 04:29
US,ES,2019.4.9 22:18
ES,US,2019.4.28 15:57
MX,US,2015.12.26 19:47
US,MX,2016.1.3 00:03
MX,US,2016.1.3 17:46
US,MX,2016.1.3 23:15
MX,US,2016.1.4 17:59
CA,US,2018.8.12 16:28
US,CA,2018.8.22 15:36
CA,US,2018.8.22 19:01
US,GB,2018.6.30 09:15
CH,CA,2019.7.11 02:01
CA,DE,2019.8.2 15:20
GB,IE,2014.11.20 08:18
US,CH,2017.9.19 08:08
CH,PT,2017.9.19 15:23
PT,ES,2017.9.21 12:35
ES,PT,2017.9.21 18:39
PT,FR,2017.9.25 15:04
FR,US,2017.9.27 20:11
US,FR,2017.9.27 21:25
SG,LU,2016.5.17 10:45
LU,SG,2016.5.17 12:02
NG,RW,2017.12.30 19:57
RW,ZA,2017.12.31 15:35
ZA,RW,2017.12.31 15:54
RW,NG,2018.1.2 05:30
NG,ZA,2018.1.6 08:16
ZA,NG,2018.1.8 10:32
NG,CH,2018.2.26 23:09
CA,US,2017.9.10 02:16
GB,ES,2019.7.9 13:38
ES,GB,2019.7.19 22:14
GB,DE,2018.7.22 18:27
DE,GB,2018.7.29 07:02
NL,ES,2015.10.11 21:35
ES,MA,2015.10.12 19:08
MA,ES,2015.10.13 05:15
ES,MA,2015.10.13 12:35
DE,SE,2018.7.13 13:45
GB,MA,2019.9.9 15:23
MA,GB,2019.9.14 15:31
SE,DK,2014.1.14 08:33
GB,FR,2018.3.15 07:42
FR,BE,2018.3.19 08:11
AT,DE,2018.9.27 11:49
US,PE,2019.9.16 17:34
PE,CO,2019.9.18 14:12
US,JP,2016.8.19 15:42
CA,JO,2016.12.18 22:42
JO,CA,2016.12.25 16:43
GB,SG,2018.2.12 11:44
SG,MY,2018.2.13 22:24
MY,SG,2018.2.25 07:06
BR,DO,2018.6.6 15:34
US,CU,2017.8.3 23:49
GB,US,2019.4.15 17:40
US,GB,2019.4.17 20:26
US,JP,2017.11.30 23:37
JP,US,2017.12.1 22:58
US,JP,2017.12.2 23:54
JP,US,2017.12.5 00:29
MX,US,2018.1.26 00:01
GB,EE,2019.10.19 12:00
EE,LV,2019.10.20 18:14
LV,LT,2019.10.22 13:57
GB,DE,2018.6.27 11:39
GH,KE,2019.2.15 13:37
KE,GH,2019.2.16 21:13
IE,GB,2018.5.18 12:57
GB,IE,2018.5.22 08:20
TH,MO,2016.11.19 00:20
MO,TH,2016.11.21 14:00
BE,NL,2018.2.10 13:01
NL,BE,2018.2.10 14:35
BE,NL,2018.2.13 19:58
NL,BE,2018.2.14 19:04
BE,NL,2018.2.16 18:26
NL,BE,2018.2.20 13:02
GB,ES,2015.6.20 14:18
NL,BE,2019.2.16 08:16
FR,FI,2016.5.31 19:52
IT,PL,2018.11.26 07:35
PL,IT,2018.11.29 16:45
IT,PL,2018.11.29 16:54
CA,JP,2017.7.27 14:00
AU,IT,2015.1.7 10:10
IT,AU,2015.1.23 20:52
GB,FR,2015.7.28 21:31
US,CA,2018.1.6 00:25
CA,US,2018.1.7 22:08
PE,BR,2017.7.8 15:25
BR,PE,2017.7.8 17:46
SA,BH,2018.3.23 12:20
AE,SA,2017.10.7 17:49
US,HK,2018.3.24 13:55
HK,TH,2018.3.25 03:53
TH,HK,2018.4.10 01:28
HK,TH,2018.4.10 19:54
GB,IN,2018.12.11 20:43
IN,GB,2018.12.19 16:06
GB,NL,2018.12.30 18:30
NL,GB,2018.12.31 20:33
BR,AR,2019.1.5 20:50
US,DE,2015.3.22 17:43
DE,FR,2015.3.30 22:10
FR,PT,2015.4.1 22:34
PT,DE,2015.4.6 10:27
GB,ES,2018.6.1 13:24
GB,US,2017.3.31 19:21
US,MX,2015.5.29 23:16
MX,US,2015.5.30 18:24
GB,NL,2016.6.20 20:00
NL,BE,2016.6.21 08:51
BE,NL,2016.6.21 13:21
NL,ES,2016.7.1 17:55
IS,GR,2017.11.27 08:05
TW,US,2013.5.23 07:45
US,JP,2013.6.2 06:57
JP,BR,2013.6.17 12:08
BR,US,2013.6.23 11:11
US,JP,2013.6.24 04:13
JP,CN,2014.12.17 04:24
CN,JP,2014.12.20 07:41
JP,TW,2015.1.29 06:41
MV,TR,2017.5.6 03:25
TR,GB,2017.5.21 14:23
GB,TR,2017.5.24 16:44
US,GB,2019.4.8 12:07
GB,CH,2017.12.7 22:45
CH,DE,2017.12.8 12:06
DE,FR,2017.12.8 14:00
FR,CH,2017.12.8 23:11
CH,FR,2017.12.12 14:00
FR,CH,2017.12.12 14:56
CH,GB,2017.12.12 17:55
MC,AE,2016.11.27 15:24
GR,GB,2017.3.11 23:53
DE,AT,2019.5.13 05:28
AT,CZ,2019.5.14 12:42
PH,KR,2018.11.23 16:48
GB,AG,2017.4.20 21:57
AG,GB,2017.5.5 06:21
AE,GB,2018.6.11 18:18
SA,AE,2018.12.29 06:39
US,CA,2016.1.31 18:46
CA,US,2016.2.1 14:55
US,GB,2017.2.22 23:34
GB,US,2017.2.23 07:08
VE,CO,2018.10.20 01:53
CO,PE,2018.10.24 15:19
DE,FR,2018.9.27 12:44
NL,DE,2018.7.8 08:06
DE,NL,2018.7.8 09:25
PH,CN,2016.11.27 16:18
CN,PH,2016.11.28 02:10
GB,KE,2019.3.9 07:41
KE,GB,2019.3.15 18:37
US,GB,2017.1.27 04:05
GB,US,2017.1.27 21:52
GB,KN,2019.5.2 15:13
JP,DE,2018.10.17 19:29
DE,BR,2018.10.19 00:56
US,KH,2018.10.29 14:15
GB,ES,2019.8.18 10:48
ES,GB,2019.8.22 19:54
ID,GB,2018.1.23 03:45
GB,ID,2018.1.23 04:53
US,DK,2017.6.3 07:19
DK,GB,2017.6.5 18:18
GB,NL,2017.6.10 22:32
NL,FR,2017.6.12 19:40
GB,PT,2017.8.26 15:16
JP,KR,2017.11.4 00:31
KR,JP,2017.11.12 04:55
US,CA,2016.1.10 04:59
ID,JP,2018.8.2 01:54
JP,ID,2018.8.9 02:32
ID,US,2018.8.13 02:21
US,JP,2018.8.23 02:05
JP,ID,2018.8.27 01:46
JP,CN,2017.5.17 08:56
GB,ES,2018.3.10 11:16
ES,GB,2018.3.17 13:01
IE,GB,2017.11.8 14:19
KW,BH,2018.5.31 17:20
BH,KW,2018.6.4 17:26
BR,CD,2017.10.4 19:34
CD,BR,2017.10.5 19:53
BR,CD,2017.10.5 22:17
CD,BR,2017.10.5 22:54
CH,DE,2016.11.17 06:13
DE,CH,2016.11.20 18:46
CH,DE,2016.12.16 12:03
DE,CH,2016.12.18 08:14
MX,US,2018.10.1 05:19
CL,PL,2017.2.27 18:37
MX,US,2019.2.23 21:49
KW,AE,2018.12.12 23:26
GB,US,2016.11.11 09:56
MA,FR,2017.4.4 13:12
FR,MA,2017.4.5 10:51
EC,BO,2017.11.15 04:16
US,MX,2019.1.19 16:55
GB,IN,2018.12.18 18:42
IN,GB,2019.1.18 20:25
CR,US,2018.12.31 18:42
US,CR,2019.1.5 20:43
SG,JP,2018.12.26 08:41
JP,TW,2018.12.27 11:49
TW,SG,2018.12.27 17:04
RS,RO,2018.8.28 08:26
RO,RS,2018.8.29 09:18
ID,VN,2016.10.6 01:16
VN,SG,2016.10.11 08:29
SG,ID,2016.10.18 06:38
NL,AT,2016.9.8 15:02
AT,NL,2016.9.18 16:49
US,PT,2018.9.12 18:18
PT,FR,2018.9.18 14:54
AU,PH,2016.2.27 00:50
PH,HK,2016.3.4 06:42
US,CA,2018.12.2 19:31
CA,US,2018.12.12 20:11
TW,JP,2018.12.1 07:44
GE,CY,2017.6.23 21:02
ID,TH,2018.11.11 02:34
TH,ID,2018.11.11 23:59
ID,TH,2018.11.15 13:23
CR,US,2018.9.22 18:01
TR,CY,2017.10.9 17:07
CY,TR,2017.10.13 13:47
RU,US,2017.2.9 06:14
US,RU,2017.2.11 20:12
MX,US,2018.2.25 02:31
KW,EG,2016.7.23 12:55
GB,NO,2019.1.27 10:23
GB,SC,2018.4.10 17:37
US,ES,2017.7.18 19:44
BG,BE,2017.6.9 15:00
TR,DE,2019.2.21 16:11
US,MX,2017.8.3 22:48
ID,GB,2017.10.19 12:45
GB,HR,2017.10.28 15:48
HR,HK,2017.10.30 05:13
HK,FR,2017.11.1 11:16
FR,GB,2017.11.5 11:52
US,CA,2018.2.19 16:09
CA,US,2018.2.20 00:37
GB,ES,2019.2.21 21:57
ES,GB,2019.2.24 03:05
GB,ES,2019.3.4 21:11
ES,GB,2019.3.11 17:36
KW,SA,2018.2.22 14:04
SA,BH,2018.2.22 18:01
BH,KW,2018.2.25 17:56
AU,KR,2018.8.2 22:59
KR,AU,2018.8.15 22:15
FR,US,2016.1.5 00:48
US,DE,2018.5.10 10:33
DE,FR,2018.5.15 09:50
FR,GB,2018.5.18 20:22
GB,IE,2018.5.22 13:33
IE,US,2018.5.22 23:41
US,CA,2019.8.11 17:24
CA,US,2019.8.20 19:39
US,ES,2018.10.20 13:08
PA,MX,2018.5.7 20:50
MX,VE,2018.6.4 03:54
VE,MX,2018.6.20 13:36
MX,CO,2018.6.26 20:31
CH,DE,2017.4.6 09:47
DE,CH,2017.4.6 20:41
CH,DE,2017.4.6 21:05
KW,SA,2017.12.15 06:04
CA,US,2017.9.15 11:05
US,CA,2017.9.16 11:40
RU,DE,2018.10.23 14:24
DE,BE,2018.10.25 11:37
AR,BR,2016.8.5 04:14
GB,TH,2018.8.8 12:08
TH,ID,2018.8.11 13:41
ID,TH,2018.8.18 15:39
TH,GB,2018.8.19 14:28
US,PA,2017.7.17 11:30
PA,US,2017.7.17 14:47
EC,CL,2017.9.3 23:41
US,GB,2017.12.2 12:56
GB,US,2017.12.9 05:11
US,MY,2017.8.7 15:59
MY,TH,2017.8.10 08:32
TH,KR,2017.8.12 06:08
KR,HK,2017.8.13 15:53
HK,SG,2017.8.15 14:02
SG,PH,2017.8.17 11:30
US,CA,2018.12.22 01:07
CA,US,2018.12.22 22:14
US,CA,2018.12.24 21:46
CA,US,2018.12.25 19:43
US,CA,2018.12.26 16:31
CA,US,2018.12.27 01:54
US,CA,2019.2.22 01:25
US,MX,2018.12.24 14:25
MX,US,2018.12.29 06:43
JP,DE,2016.7.2 19:35
US,CH,2016.2.22 19:54
CH,IT,2016.2.23 20:21
BE,FR,2016.2.19 11:41
FR,BE,2016.2.23 14:19
ID,US,2018.10.22 04:46
US,ID,2018.10.31 01:47
GB,IE,2018.5.25 16:53
IE,GB,2018.5.28 20:33
GB,FR,2016.10.10 22:18
MX,US,2018.6.20 20:32
MY,AU,2019.3.25 07:02
IE,ES,2018.3.14 17:42
SE,GB,2019.4.25 09:09
SG,IT,2018.10.9 02:26
IT,CH,2018.10.10 03:13
CH,FR,2018.10.14 04:06
FR,DE,2018.10.14 06:22
DE,IT,2018.10.16 06:05
IT,NL,2018.10.16 06:16
MY,ID,2017.12.31 13:30
ID,MY,2018.1.7 11:45
MY,SG,2018.1.14 11:58
SG,MY,2018.1.18 15:32
US,EG,2018.12.21 21:07
EG,US,2018.12.31 17:56
TR,ES,2016.3.9 11:48
KW,EG,2018.8.5 22:08
CR,ES,2018.7.12 12:57
ES,DE,2018.7.16 18:59
DE,ES,2018.7.22 23:54
ES,CH,2018.7.24 10:28
US,GB,2018.12.3 12:50
BR,US,2018.7.21 22:04
US,PA,2018.8.4 18:52
ES,PT,2019.3.20 12:58
PT,ES,2019.3.21 12:19
ES,US,2019.3.29 16:17
GB,ES,2019.1.10 14:39
ES,US,2019.1.19 08:18
MY,VN,2019.3.3 11:03
VN,MY,2019.3.11 04:21
US,CA,2017.3.15 10:49
CA,US,2017.3.16 09:28
JP,US,2019.1.22 19:06
US,JP,2019.1.29 08:48
NL,ES,2017.12.29 21:50
AR,BR,2019.1.29 18:46
GB,ES,2015.6.13 04:27
US,AT,2017.9.7 09:03
AT,QA,2017.9.12 13:25
QA,GB,2017.9.15 21:16
GB,QA,2017.9.18 19:58
QA,FR,2017.10.8 20:01
FR,QA,2017.10.17 03:31
QA,GB,2017.11.3 11:10
GB,QA,2017.11.6 03:08
QA,GB,2017.11.17 10:21
GB,QA,2017.11.26 19:42
QA,FR,2017.12.23 06:56
FR,QA,2017.12.31 04:09
QA,US,2018.1.28 18:38
US,LB,2018.2.12 02:24
LB,US,2018.2.12 02:28
US,ES,2018.2.12 02:35
ES,QA,2018.2.12 23:57
QA,FR,2018.3.9 20:34
FR,GB,2018.3.11 20:22
GB,QA,2018.3.14 05:26
QA,GB,2018.3.16 06:45
GB,QA,2018.3.16 09:08
GB,US,2017.2.27 23:31
US,GB,2017.2.28 00:00
US,CR,2018.8.30 13:19
CR,US,2018.9.6 19:31
GB,US,2018.9.4 14:38
US,GB,2018.9.10 15:58
MY,TH,2018.12.31 00:52
BH,GB,2017.2.27 11:26
GB,IQ,2017.2.27 20:43
IQ,US,2017.2.28 03:22
IT,FR,2018.12.21 15:03
FR,IT,2019.1.7 12:13
ES,IT,2019.3.14 17:27
MX,US,2015.8.19 14:32
BR,MX,2016.7.25 13:49
MX,BR,2016.7.30 18:41
US,EC,2017.10.29 16:24
EC,CL,2017.11.5 18:13
CL,EC,2017.11.12 23:59
EC,US,2017.11.26 22:37
TH,SG,2018.9.12 05:39
SG,TH,2018.9.20 02:45
TH,BH,2018.9.24 12:57
BH,TR,2018.9.25 04:25
TR,GB,2018.9.27 10:17
GB,SG,2018.10.5 08:54
SG,GB,2018.10.9 15:05
US,DO,2018.12.26 18:49
FR,CA,2017.10.25 17:39
CA,FR,2017.10.26 19:08
BR,AR,2016.7.31 19:50
GB,ES,2015.7.1 08:01
ES,GB,2015.7.8 10:49
BR,IT,2017.7.6 20:37
IT,BR,2017.7.7 00:56
US,JP,2018.12.16 00:24
GB,FR,2019.4.21 04:39
FR,ES,2019.4.23 05:45
ES,GB,2019.4.26 09:11
GB,ES,2018.12.10 21:44
US,IT,2017.5.18 01:31
IT,GR,2017.5.21 01:01
GR,GB,2017.5.23 01:04
GB,FR,2017.5.26 09:51
FR,US,2017.5.29 01:58
US,CR,2017.6.16 02:36
US,GB,2018.5.5 13:33
GB,EG,2018.5.6 15:29
EG,GB,2018.5.14 13:07
FR,SE,2019.2.19 18:35
SE,DE,2019.2.23 20:50
DE,FI,2019.2.27 19:06
MY,VN,2018.4.26 15:54
GB,IN,2018.10.10 19:16
IN,GB,2018.10.11 02:59
GB,IN,2018.10.11 18:57
IN,GB,2018.12.16 18:33
GB,IN,2018.12.18 10:16
IN,GB,2018.12.18 21:24
MY,IN,2017.10.22 14:42
IN,MY,2017.11.10 06:12
US,AT,2016.6.4 10:55
AT,US,2016.6.6 14:06
NP,BT,2017.3.20 02:49
GB,CH,2018.9.4 10:24
CH,GB,2018.9.18 13:01
NG,AE,2019.9.30 08:06
AE,GB,2019.10.10 19:30
GB,AE,2019.10.16 05:33
CL,AW,2018.9.8 12:47
AW,CO,2018.9.15 10:52
US,CA,2018.8.1 23:20
CA,US,2018.8.2 00:40
GB,DK,2018.9.29 16:41
IM,GB,2018.6.22 20:57
GB,IM,2018.6.23 17:05
MX,US,2019.4.21 06:41
US,HK,2019.1.23 01:25
HK,US,2019.1.28 23:13
AR,BR,2017.1.30 21:19
ES,IT,2018.6.16 16:32
AU,JO,2016.9.14 06:09
JO,DK,2016.9.26 09:12
DK,ES,2016.10.5 12:09
ES,AE,2016.12.9 10:04
AE,LK,2016.12.11 15:35
JP,US,2018.7.13 13:00
MY,ID,2018.9.2 17:11
ID,MY,2018.9.6 05:24
SG,TW,2017.9.1 10:40
IT,GB,2018.2.3 19:46
AR,US,2019.4.16 20:17
US,JM,2019.2.25 01:43
JM,US,2019.2.25 15:14
TH,FI,2016.12.25 11:33
AU,NZ,2018.6.24 06:42
GB,US,2017.12.29 19:15
US,CN,2018.12.2 01:56
CN,US,2018.12.5 00:01
US,MX,2016.11.26 03:23
MX,US,2016.11.28 02:16
CZ,GB,2016.2.4 19:36
CA,DE,2017.8.15 03:56
US,CA,2015.12.14 20:42
US,CA,2018.2.23 21:41
US,BB,2018.9.24 20:47
US,GB,2018.11.7 01:34
GB,IE,2018.11.16 07:40
IE,US,2018.11.22 03:56
US,CA,2018.4.9 23:04
CA,US,2018.4.10 00:58
TH,DE,2017.8.25 19:33
DE,TH,2017.8.26 16:50
TH,SG,2017.9.3 09:05
SG,TH,2017.9.6 09:13
CA,MX,2016.3.1 03:34
MX,CA,2016.3.7 18:50
EC,MZ,2018.12.27 00:23
MZ,EC,2019.1.2 02:52
BE,FR,2018.8.16 07:41
FR,BE,2018.8.26 07:23
BE,NL,2018.8.26 08:28
NL,BE,2018.8.28 18:19
BE,FR,2018.9.1 08:39
FR,GB,2018.9.1 15:06
GB,BE,2018.9.4 14:05
US,MX,2016.9.1 22:48
MX,US,2016.9.7 00:53
US,MX,2016.9.9 15:32
MX,US,2016.9.13 02:14
US,MX,2016.9.21 01:37
IE,GB,2017.7.3 12:33
GB,IE,2017.7.3 21:19
IE,IT,2017.7.5 12:11
IT,IE,2017.7.13 18:14
US,NL,2018.4.6 07:24
NL,SE,2018.4.6 12:02
SE,US,2018.4.17 17:43
PT,US,2018.9.29 21:12
US,PT,2018.10.1 02:50
GB,US,2018.2.27 00:09
US,MX,2018.2.26 00:19
ID,SG,2018.1.13 07:35
SG,MY,2018.1.14 06:16
MY,ID,2018.1.14 10:31
ID,TH,2018.1.16 11:13
TH,ID,2018.1.17 14:53
PY,AR,2018.5.14 15:41
GB,ES,2019.2.28 15:24
MX,US,2017.8.11 15:33
US,CA,2018.6.11 05:38
FR,IE,2017.3.27 10:28
IE,FR,2017.3.28 20:18
FR,CH,2017.4.7 17:53
CH,FR,2017.4.9 05:54
NL,GB,2018.2.18 11:49
PH,SG,2018.12.24 16:54
SG,MY,2018.12.28 18:43
MY,SG,2018.12.31 13:37
GB,LK,2018.12.21 02:14
LK,HK,2018.12.31 09:43
HK,MY,2019.1.4 14:15
MY,SG,2019.1.7 08:55
CO,US,2018.10.30 16:55
US,CO,2018.10.31 19:03
CO,AR,2018.11.1 13:28
US,LU,2019.3.8 20:41
LU,US,2019.3.9 00:51
US,ZA,2017.12.4 15:26
ZA,US,2017.12.10 21:35
PA,AR,2018.6.16 13:07
AR,US,2018.6.17 02:09
MY,ID,2019.3.2 14:11
DK,PT,2017.12.19 09:49
LV,RU,2018.12.28 12:57
RU,FR,2018.12.29 17:27
FR,LV,2018.12.29 18:10
LV,FR,2018.12.29 19:13
FR,LV,2018.12.29 19:28
LV,RU,2018.12.29 19:52
RU,FR,2018.12.29 20:10
FR,NL,2018.12.29 20:32
NL,FR,2018.12.29 20:43
FR,LV,2018.12.30 15:59
LV,RU,2018.12.31 13:03
RU,NL,2018.12.31 19:20
PA,AR,2018.10.25 19:31
AR,US,2018.10.26 07:40
DE,CH,2018.8.24 20:56
CH,GB,2018.8.25 04:07
GB,FR,2018.8.25 07:27
FR,GB,2018.8.25 11:27
GB,FR,2018.8.25 11:41
US,CH,2017.10.10 21:08
CH,GB,2017.10.13 20:06
FR,DE,2018.5.26 16:20
DE,CA,2018.5.28 16:03
IT,GB,2014.8.26 10:11
GB,IT,2014.9.10 13:55
RU,TR,2019.3.25 17:58
GB,ES,2018.11.12 18:18
MX,TR,2018.4.19 03:46
TR,MX,2018.4.19 15:34
CL,US,2018.6.20 17:32
US,CA,2018.6.23 04:00
CA,US,2018.6.24 02:37
US,FR,2018.6.30 15:45
FR,US,2018.7.1 02:11
US,CL,2018.7.17 16:00
US,MX,2017.12.30 13:54
PT,IT,2018.12.26 23:19
US,AR,2018.11.4 20:51
AR,VE,2018.11.5 07:57
US,BR,2016.11.1 20:55
US,DK,2018.4.23 13:19
DK,IT,2018.4.24 22:19
IE,GB,2014.9.22 10:43
JP,PE,2018.6.24 01:06
PE,US,2018.7.4 13:45
US,JP,2018.7.5 05:56
IT,KH,2018.1.20 07:20
IT,KE,2015.11.2 09:35
KE,IT,2015.11.6 14:46
US,CO,2019.3.29 12:48
SA,BH,2018.10.25 10:42
TR,FR,2018.7.15 06:42
AE,ID,2019.3.31 16:36
US,MX,2018.4.20 21:33
MX,US,2018.4.25 17:41
TR,RU,2018.4.26 11:09
US,DO,2018.2.18 05:29
DO,US,2018.2.24 00:57
US,JP,2018.3.6 21:11
JP,US,2018.3.30 18:21
GB,DE,2012.10.31 19:35
FR,BE,2017.12.6 10:27
BE,NL,2017.12.11 06:11
NL,CH,2017.12.19 10:38
US,IL,2017.7.15 14:53
NZ,US,2018.4.26 05:00
AR,BR,2017.1.22 01:56
BR,AR,2017.1.29 19:23
AU,US,2018.10.18 12:27
GB,ES,2013.8.2 13:21
ES,GB,2013.8.3 08:46
GB,DE,2013.10.12 09:39
DE,GB,2013.10.15 06:46
GB,CH,2018.12.22 11:44
CH,FR,2018.12.22 15:17
FR,GB,2019.1.6 17:04
SA,AE,2019.1.16 14:39
US,GB,2018.9.1 14:07
GB,MX,2018.5.10 09:43
MX,GB,2018.5.13 14:25
US,IL,2019.5.22 19:22
GB,DE,2018.11.1 13:49
DE,IE,2018.11.10 15:50
IE,GB,2018.11.15 13:54
CA,US,2018.11.17 17:32
ES,AR,2019.1.21 21:05
AR,CL,2019.2.1 23:36
IN,MU,2018.10.19 07:39
US,DO,2015.6.8 20:37
DO,US,2015.6.13 23:37
MX,GT,2019.1.25 10:51
GT,MX,2019.1.25 16:05
MX,GT,2019.2.2 05:36
GT,MX,2019.2.4 00:48
GB,AU,2018.8.23 07:40
AU,GB,2018.8.23 21:36
GB,FR,2018.8.24 12:47
AR,UY,2019.2.18 12:08
GB,FR,2018.11.9 19:40
FR,GB,2018.11.12 22:12
US,BR,2019.1.31 17:34
GB,NL,2016.8.6 10:07
NL,GB,2016.8.9 17:21
US,CA,2019.4.20 04:46
GB,MV,2018.9.12 10:32
MV,GB,2018.9.29 14:11
ZA,AE,2017.4.4 02:38
AE,MA,2017.4.4 21:00
MA,ZA,2017.4.12 06:36
JP,AU,2019.2.17 13:15
AU,JP,2019.2.25 01:28
